position,trap,cell_label,score
tsa1tsa2morgan_019,86,1,0
tsa1tsa2morgan_019,86,8,0
tsa1tsa2morgan_019,87,1,0
tsa1tsa2morgan_019,88,2,1
tsa1tsa2morgan_019,90,2,0
tsa1tsa2morgan_019,91,1,0
tsa1tsa2morgan_019,92,2,0
tsa1tsa2morgan_020,9,1,0
tsa1tsa2morgan_020,11,1,0
tsa1tsa2morgan_020,14,1,0
tsa1tsa2morgan_020,15,1,0
tsa1tsa2morgan_020,20,1,1
tsa1tsa2morgan_020,23,1,0
tsa1tsa2morgan_020,25,1,0
tsa1tsa2morgan_020,26,1,1
tsa1tsa2morgan_020,35,1,0
tsa1tsa2morgan_020,37,1,0
tsa1tsa2morgan_020,40,1,0
tsa1tsa2morgan_020,44,1,1
tsa1tsa2morgan_020,49,1,0
tsa1tsa2morgan_020,50,1,0
tsa1tsa2morgan_020,52,1,0
tsa1tsa2morgan_020,53,1,0
tsa1tsa2morgan_020,54,2,0
tsa1tsa2morgan_020,56,1,1
tsa1tsa2morgan_020,57,1,0
tsa1tsa2morgan_020,60,1,1
tsa1tsa2morgan_020,62,2,0
tsa1tsa2morgan_020,64,1,0
tsa1tsa2morgan_020,68,1,0
tsa1tsa2morgan_020,71,1,1
tsa1tsa2morgan_020,72,1,0
tsa1tsa2morgan_020,75,1,1
tsa1tsa2morgan_020,77,1,1
tsa1tsa2morgan_020,78,1,0
tsa1tsa2morgan_020,81,1,0
tsa1tsa2morgan_020,83,1,0
tsa1tsa2morgan_020,85,1,0
tsa1tsa2morgan_020,88,1,0
tsa1tsa2morgan_020,89,6,0
tsa1tsa2morgan_020,90,1,0
tsa1tsa2morgan_020,92,1,0
tsa1tsa2morgan_020,93,1,1
tsa1tsa2morgan_020,94,1,0
tsa1tsa2morgan_020,96,1,0
tsa1tsa2morgan_021,1,1,0
tsa1tsa2morgan_021,6,3,0
tsa1tsa2morgan_021,6,4,0
tsa1tsa2morgan_021,13,1,0
tsa1tsa2morgan_021,14,1,0
tsa1tsa2morgan_021,15,1,1
tsa1tsa2morgan_021,19,1,0
tsa1tsa2morgan_021,21,1,0
tsa1tsa2morgan_021,22,1,0
tsa1tsa2morgan_021,25,1,0
tsa1tsa2morgan_021,27,3,0
tsa1tsa2morgan_021,31,1,0
tsa1tsa2morgan_021,34,1,0
tsa1tsa2morgan_021,36,1,0
tsa1tsa2morgan_021,40,1,0
tsa1tsa2morgan_021,44,1,0
tsa1tsa2morgan_021,45,2,0
tsa1tsa2morgan_021,50,1,0
tsa1tsa2morgan_021,51,1,1
tsa1tsa2morgan_021,53,1,0
tsa1tsa2morgan_021,54,1,0
tsa1tsa2morgan_021,56,1,1
tsa1tsa2morgan_021,57,1,0
tsa1tsa2morgan_021,61,1,0
tsa1tsa2morgan_021,62,5,0
tsa1tsa2morgan_021,63,2,0
tsa1tsa2morgan_021,64,1,0
tsa1tsa2morgan_021,65,1,0
tsa1tsa2morgan_021,70,1,0
tsa1tsa2morgan_021,73,1,1
tsa1tsa2morgan_021,74,2,0
tsa1tsa2morgan_021,75,1,0
tsa1tsa2morgan_021,78,1,1
tsa1tsa2morgan_021,79,1,1
tsa1tsa2morgan_021,81,3,0
tsa1tsa2morgan_021,82,1,0
tsa1tsa2morgan_021,83,4,0
tsa1tsa2morgan_021,86,1,0
tsa1tsa2morgan_021,87,1,0
tsa1tsa2morgan_021,88,1,1
tsa1tsa2morgan_021,90,1,1
tsa1tsa2morgan_021,91,1,1
tsa1tsa2morgan_021,92,1,0
tsa1tsa2morgan_021,93,1,0
tsa1tsa2morgan_021,95,2,1
tsa1tsa2morgan_021,96,1,0
tsa1tsa2morgan_021,97,1,0
tsa1tsa2morgan_021,98,2,0
tsa1tsa2morgan_021,100,1,0
tsa1tsa2morgan_022,2,1,0
tsa1tsa2morgan_022,3,1,1
tsa1tsa2morgan_022,4,1,0
tsa1tsa2morgan_022,5,2,0
tsa1tsa2morgan_022,6,1,0
tsa1tsa2morgan_022,8,1,0
tsa1tsa2morgan_022,9,1,0
tsa1tsa2morgan_022,11,1,1
tsa1tsa2morgan_022,14,1,0
tsa1tsa2morgan_022,15,1,0
tsa1tsa2morgan_022,15,2,0
tsa1tsa2morgan_022,17,1,0
tsa1tsa2morgan_022,18,1,0
tsa1tsa2morgan_022,18,2,0
tsa1tsa2morgan_022,20,3,0
tsa1tsa2morgan_022,21,1,0
tsa1tsa2morgan_022,25,1,0
tsa1tsa2morgan_022,28,1,1
tsa1tsa2morgan_022,30,4,0
tsa1tsa2morgan_022,32,2,0
tsa1tsa2morgan_022,33,1,0
tsa1tsa2morgan_022,33,9,0
tsa1tsa2morgan_022,34,1,1
tsa1tsa2morgan_022,39,1,0
tsa1tsa2morgan_022,40,1,1
tsa1tsa2morgan_022,41,1,0
tsa1tsa2morgan_022,42,1,0
tsa1tsa2morgan_022,42,2,0
tsa1tsa2morgan_022,43,1,0
tsa1tsa2morgan_022,44,1,0
tsa1tsa2morgan_022,45,1,1
tsa1tsa2morgan_022,47,2,0
tsa1tsa2morgan_022,48,1,1
tsa1tsa2morgan_022,49,1,0
tsa1tsa2morgan_022,52,1,0
tsa1tsa2morgan_022,54,1,1
tsa1tsa2morgan_022,55,1,1
tsa1tsa2morgan_022,56,2,0
tsa1tsa2morgan_022,58,1,0
tsa1tsa2morgan_022,59,1,1
tsa1tsa2morgan_022,60,3,0
tsa1tsa2morgan_022,61,1,0
tsa1tsa2morgan_022,62,1,0
tsa1tsa2morgan_022,63,1,0
tsa1tsa2morgan_022,64,2,0
tsa1tsa2morgan_022,66,1,0
tsa1tsa2morgan_022,67,1,1
tsa1tsa2morgan_022,69,1,0
tsa1tsa2morgan_022,70,1,0
tsa1tsa2morgan_022,70,8,0
tsa1tsa2morgan_022,71,1,0
tsa1tsa2morgan_022,74,3,0
tsa1tsa2morgan_022,75,1,0
tsa1tsa2morgan_022,76,1,0
tsa1tsa2morgan_022,77,1,1
tsa1tsa2morgan_022,78,1,0
tsa1tsa2morgan_022,79,1,0
tsa1tsa2morgan_022,81,2,0
tsa1tsa2morgan_022,83,1,0
tsa1tsa2morgan_022,84,1,0
tsa1tsa2morgan_022,84,4,0
tsa1tsa2morgan_022,85,2,0
tsa1tsa2morgan_022,85,10,0
tsa1tsa2morgan_022,86,1,0
tsa1tsa2morgan_022,89,2,1
tsa1tsa2morgan_022,90,12,0
tsa1tsa2morgan_022,92,1,0
tsa1tsa2morgan_022,93,1,0
tsa1tsa2morgan_022,94,2,0
tsa1tsa2morgan_023,0,1,0
tsa1tsa2morgan_023,1,1,1
tsa1tsa2morgan_023,2,2,0
tsa1tsa2morgan_023,4,4,0
tsa1tsa2morgan_023,6,1,1
tsa1tsa2morgan_023,7,1,0
tsa1tsa2morgan_023,9,1,0
tsa1tsa2morgan_023,10,1,0
tsa1tsa2morgan_023,11,1,0
tsa1tsa2morgan_023,15,1,1
tsa1tsa2morgan_023,18,1,1
tsa1tsa2morgan_023,19,2,0
tsa1tsa2morgan_023,22,1,0
tsa1tsa2morgan_023,24,1,0
tsa1tsa2morgan_023,26,1,0
tsa1tsa2morgan_023,27,1,0
tsa1tsa2morgan_023,28,1,0
tsa1tsa2morgan_023,32,1,0
tsa1tsa2morgan_023,33,1,0
tsa1tsa2morgan_023,34,1,0
tsa1tsa2morgan_023,35,1,0
tsa1tsa2morgan_023,36,1,0
tsa1tsa2morgan_023,39,2,0
tsa1tsa2morgan_023,40,1,0
tsa1tsa2morgan_023,41,1,0
tsa1tsa2morgan_023,42,1,0
tsa1tsa2morgan_023,43,1,0
tsa1tsa2morgan_023,44,1,0
tsa1tsa2morgan_023,46,1,1
tsa1tsa2morgan_023,47,2,0
tsa1tsa2morgan_023,48,1,0
tsa1tsa2morgan_023,55,1,1
tsa1tsa2morgan_023,58,1,1
tsa1tsa2morgan_023,59,1,1
tsa1tsa2morgan_023,59,7,0
tsa1tsa2morgan_023,61,4,0
tsa1tsa2morgan_023,64,1,0
tsa1tsa2morgan_023,65,2,0
tsa1tsa2morgan_023,67,1,0
tsa1tsa2morgan_023,68,1,0
tsa1tsa2morgan_023,69,2,0
tsa1tsa2morgan_023,70,4,1
tsa1tsa2morgan_023,75,2,0
tsa1tsa2morgan_023,76,1,0
tsa1tsa2morgan_023,76,2,0
tsa1tsa2morgan_023,77,1,0
tsa1tsa2morgan_023,79,1,1
tsa1tsa2morgan_023,80,1,1
tsa1tsa2morgan_023,82,2,0
tsa1tsa2morgan_023,83,1,1
tsa1tsa2morgan_023,84,1,0
tsa1tsa2morgan_023,89,1,0
tsa1tsa2morgan_023,91,2,0
tsa1tsa2morgan_023,92,1,0
tsa1tsa2morgan_023,93,1,1
tsa1tsa2morgan_023,95,1,0
tsa1tsa2morgan_023,96,1,0
tsa1tsa2morgan_023,97,5,0
tsa1tsa2morgan_023,98,2,0
tsa1tsa2morgan_023,99,1,1
tsa1tsa2morgan_023,100,1,0
tsa1tsa2morgan_023,101,1,1
tsa1tsa2morgan_023,101,4,0
tsa1tsa2morgan_023,105,1,0
