position,trap,cell_label,0
by4741_026,16,2,1
by4741_026,18,1,1
by4741_026,19,1,1
by4741_026,20,1,0
by4741_026,22,1,0
by4741_026,23,1,0
by4741_026,24,1,1
by4741_026,25,3,1
by4741_026,26,2,0
by4741_026,28,1,0
by4741_026,29,1,1
by4741_026,29,7,0
by4741_026,30,2,1
by4741_026,32,1,1
by4741_026,33,1,1
by4741_026,34,2,0
by4741_026,36,1,1
by4741_026,37,1,1
by4741_026,38,1,1
by4741_026,39,1,1
by4741_026,40,13,0
by4741_026,41,1,1
by4741_026,42,2,1
by4741_026,43,3,1
by4741_026,46,1,1
by4741_026,47,2,0
by4741_026,49,1,0
by4741_026,50,1,1
by4741_026,51,4,1
by4741_026,52,1,1
by4741_026,53,1,1
by4741_026,54,1,0
by4741_026,55,1,1
by4741_026,56,1,1
by4741_026,57,2,1
by4741_026,58,1,1
by4741_026,58,9,0
by4741_026,59,1,1
by4741_026,60,3,1
by4741_027,0,2,0
by4741_027,0,5,0
by4741_027,0,6,0
by4741_027,0,15,0
by4741_027,3,1,0
by4741_027,4,1,0
by4741_027,4,2,0
by4741_027,8,1,0
by4741_027,9,2,0
by4741_027,12,1,0
by4741_027,12,2,0
by4741_027,12,4,0
by4741_027,12,7,0
by4741_027,16,1,0
by4741_027,16,2,0
by4741_027,16,3,0
by4741_027,22,2,0
by4741_027,24,8,0
by4741_027,27,4,0
by4741_027,30,1,0
by4741_027,32,1,0
