position,trap,cell_label,score
htb2mCherry_014,18,3,0
htb2mCherry_014,24,2,1
htb2mCherry_014,30,1,1
htb2mCherry_014,34,1,0
htb2mCherry_014,35,1,0
htb2mCherry_014,39,2,1
htb2mCherry_014,43,1,0
htb2mCherry_014,45,1,0
htb2mCherry_014,46,1,0
htb2mCherry_014,47,2,0
htb2mCherry_014,48,1,0
htb2mCherry_014,49,1,0
htb2mCherry_014,50,1,1
htb2mCherry_014,52,5,0
htb2mCherry_014,53,1,0
htb2mCherry_014,53,4,0
htb2mCherry_014,55,1,1
htb2mCherry_014,56,1,0
htb2mCherry_014,58,1,0
htb2mCherry_014,60,2,0
htb2mCherry_014,61,1,1
htb2mCherry_014,62,2,0
htb2mCherry_014,63,4,0
htb2mCherry_014,64,2,0
htb2mCherry_014,65,1,0
htb2mCherry_014,67,2,0
htb2mCherry_014,68,1,1
htb2mCherry_014,70,1,0
htb2mCherry_014,75,1,0
htb2mCherry_014,76,1,0
htb2mCherry_014,78,1,1
htb2mCherry_014,79,2,0
htb2mCherry_014,81,1,0
htb2mCherry_014,82,1,0
htb2mCherry_014,85,2,0
htb2mCherry_014,87,2,0
htb2mCherry_014,89,1,0
htb2mCherry_014,93,5,1
htb2mCherry_014,94,3,1
htb2mCherry_014,95,2,0
htb2mCherry_014,95,10,0
htb2mCherry_014,96,1,1
htb2mCherry_014,97,1,0
htb2mCherry_015,2,1,1
htb2mCherry_015,4,2,1
htb2mCherry_015,5,2,1
htb2mCherry_015,6,1,0
htb2mCherry_015,7,2,0
htb2mCherry_015,9,1,1
htb2mCherry_015,10,8,0
htb2mCherry_015,11,1,0
htb2mCherry_015,13,1,0
htb2mCherry_015,14,2,0
htb2mCherry_015,15,1,1
htb2mCherry_015,16,1,0
htb2mCherry_015,19,9,1
htb2mCherry_015,21,2,0
htb2mCherry_015,22,1,1
htb2mCherry_015,24,1,0
htb2mCherry_015,25,1,0
htb2mCherry_015,26,1,1
htb2mCherry_015,27,2,1
htb2mCherry_015,29,2,0
htb2mCherry_015,31,1,0
htb2mCherry_015,32,1,1
htb2mCherry_015,34,2,1
htb2mCherry_015,35,1,1
htb2mCherry_015,36,2,1
htb2mCherry_015,37,1,1
htb2mCherry_015,38,1,0
htb2mCherry_015,40,1,0
htb2mCherry_015,41,1,0
htb2mCherry_015,42,1,0
htb2mCherry_015,42,5,0
htb2mCherry_015,43,1,0
htb2mCherry_015,44,1,0
htb2mCherry_015,45,2,1
htb2mCherry_015,50,1,1
htb2mCherry_015,51,1,0
htb2mCherry_015,52,2,0
htb2mCherry_015,53,1,1
htb2mCherry_015,54,1,1
htb2mCherry_015,57,1,1
htb2mCherry_015,58,16,1
htb2mCherry_015,59,1,1
htb2mCherry_015,62,2,1
htb2mCherry_015,64,2,0
htb2mCherry_015,65,1,1
htb2mCherry_015,66,1,0
htb2mCherry_015,67,2,0
htb2mCherry_015,69,1,0
htb2mCherry_015,70,1,1
htb2mCherry_015,73,2,0
htb2mCherry_015,74,1,0
htb2mCherry_015,75,1,0
htb2mCherry_015,76,2,0
htb2mCherry_015,79,2,0
htb2mCherry_015,80,1,0
htb2mCherry_015,81,1,1
htb2mCherry_015,84,1,0
htb2mCherry_015,85,1,0
htb2mCherry_015,86,1,1
htb2mCherry_015,87,1,0
htb2mCherry_015,88,1,0
htb2mCherry_015,89,2,0
htb2mCherry_015,90,1,0
htb2mCherry_015,92,1,0
htb2mCherry_015,93,1,0
htb2mCherry_015,95,2,0
htb2mCherry_017,0,2,0
htb2mCherry_017,1,1,0
htb2mCherry_017,2,1,0
htb2mCherry_017,3,1,0
htb2mCherry_017,4,1,0
htb2mCherry_017,5,2,1
htb2mCherry_017,6,2,0
htb2mCherry_017,6,3,0
htb2mCherry_017,8,1,0
htb2mCherry_017,8,6,0
htb2mCherry_017,9,1,0
htb2mCherry_017,11,1,1
htb2mCherry_017,12,2,0
htb2mCherry_017,13,1,1
htb2mCherry_017,14,2,1
htb2mCherry_017,15,1,0
htb2mCherry_017,19,1,0
htb2mCherry_017,19,2,0
htb2mCherry_017,20,1,1
htb2mCherry_017,21,1,0
htb2mCherry_017,22,1,0
htb2mCherry_017,23,1,1
htb2mCherry_017,24,1,1
htb2mCherry_017,25,1,0
htb2mCherry_017,26,1,0
htb2mCherry_017,27,2,0
htb2mCherry_017,28,1,1
htb2mCherry_017,31,2,0
htb2mCherry_017,32,1,0
htb2mCherry_017,36,4,1
htb2mCherry_017,37,1,1
htb2mCherry_017,38,1,0
htb2mCherry_017,41,1,0
htb2mCherry_017,42,2,0
htb2mCherry_017,44,2,0
htb2mCherry_017,46,1,0
htb2mCherry_017,48,1,0
htb2mCherry_017,49,1,0
htb2mCherry_017,52,2,1
htb2mCherry_017,54,6,0
htb2mCherry_017,55,6,0
htb2mCherry_017,56,3,1
htb2mCherry_017,56,24,0
htb2mCherry_017,57,2,1
htb2mCherry_017,58,1,0
htb2mCherry_017,59,1,0
htb2mCherry_017,61,2,1
htb2mCherry_017,62,2,1
htb2mCherry_017,63,2,0
htb2mCherry_017,64,1,1
htb2mCherry_017,65,2,1
htb2mCherry_017,66,21,1
htb2mCherry_017,67,2,1
htb2mCherry_017,68,1,0
htb2mCherry_017,70,2,1
htb2mCherry_017,71,2,0
htb2mCherry_017,72,2,1
htb2mCherry_017,73,2,1
htb2mCherry_017,74,1,0
htb2mCherry_017,76,1,0
htb2mCherry_017,77,10,1
htb2mCherry_017,78,8,1
htb2mCherry_017,79,2,0
htb2mCherry_017,80,2,1
htb2mCherry_017,82,2,1
htb2mCherry_017,83,1,0
htb2mCherry_017,85,1,0
htb2mCherry_017,86,2,1
htb2mCherry_017,87,1,1
htb2mCherry_017,88,2,1
htb2mCherry_017,91,4,0
htb2mCherry_017,92,5,0
htb2mCherry_017,94,1,0
htb2mCherry_017,95,1,0
htb2mCherry_018,0,1,0
htb2mCherry_018,1,15,0
htb2mCherry_018,2,1,0
htb2mCherry_018,4,2,0
htb2mCherry_018,6,2,1
htb2mCherry_018,7,1,1
htb2mCherry_018,9,1,1
htb2mCherry_018,10,1,0
htb2mCherry_018,11,1,1
htb2mCherry_018,13,1,1
htb2mCherry_018,15,1,0
htb2mCherry_018,17,1,1
htb2mCherry_018,18,1,0
htb2mCherry_018,20,1,1
htb2mCherry_018,21,4,1
htb2mCherry_018,23,6,0
htb2mCherry_018,24,1,1
htb2mCherry_018,25,1,1
htb2mCherry_018,26,1,0
htb2mCherry_018,27,2,1
htb2mCherry_018,29,1,0
htb2mCherry_018,33,1,0
htb2mCherry_018,34,1,0
htb2mCherry_018,36,1,1
htb2mCherry_018,37,1,0
htb2mCherry_018,38,1,0
htb2mCherry_018,40,2,0
htb2mCherry_018,41,9,0
htb2mCherry_018,42,2,0
htb2mCherry_018,43,1,1
htb2mCherry_018,44,1,1
htb2mCherry_018,45,1,0
htb2mCherry_018,46,1,1
htb2mCherry_018,48,1,0
htb2mCherry_018,49,2,0
htb2mCherry_018,50,5,1
htb2mCherry_018,51,1,1
htb2mCherry_018,52,1,0
htb2mCherry_018,53,1,0
htb2mCherry_018,54,2,1
htb2mCherry_018,55,2,1
htb2mCherry_018,57,1,1
htb2mCherry_018,58,1,0
htb2mCherry_018,59,1,1
htb2mCherry_018,60,1,0
htb2mCherry_018,61,1,0
htb2mCherry_018,64,1,1
htb2mCherry_018,65,1,0
htb2mCherry_018,66,2,0
htb2mCherry_018,67,1,0
htb2mCherry_018,69,2,1
htb2mCherry_018,70,8,0
htb2mCherry_018,72,2,0
htb2mCherry_018,73,1,1
htb2mCherry_018,74,1,0
htb2mCherry_018,75,1,1
htb2mCherry_018,77,6,0
htb2mCherry_018,78,3,1
htb2mCherry_018,78,10,0
htb2mCherry_018,79,2,1
htb2mCherry_018,81,3,1
htb2mCherry_018,82,2,1
htb2mCherry_018,83,2,1
htb2mCherry_018,84,9,1
htb2mCherry_018,85,9,0
htb2mCherry_018,86,1,1
htb2mCherry_018,87,1,0
htb2mCherry_018,93,1,0
htb2mCherry_018,94,2,1
htb2mCherry_018,95,1,1
htb2mCherry_019,0,1,1
htb2mCherry_019,1,2,0
htb2mCherry_019,3,1,1
htb2mCherry_019,4,2,1
htb2mCherry_019,6,13,0
htb2mCherry_019,7,4,0
htb2mCherry_019,9,1,0
htb2mCherry_019,9,2,0
htb2mCherry_019,12,1,1
htb2mCherry_019,15,1,0
htb2mCherry_019,15,9,0
htb2mCherry_019,16,1,1
htb2mCherry_019,17,1,0
htb2mCherry_019,18,1,1
htb2mCherry_019,20,1,1
htb2mCherry_019,21,10,1
htb2mCherry_019,22,1,0
htb2mCherry_019,22,2,0
htb2mCherry_019,23,2,0
htb2mCherry_019,24,1,0
htb2mCherry_019,25,3,1
htb2mCherry_019,26,1,0
htb2mCherry_019,27,1,0
htb2mCherry_019,27,2,0
htb2mCherry_019,28,1,1
htb2mCherry_019,29,1,1
htb2mCherry_019,30,1,0
htb2mCherry_019,32,1,1
htb2mCherry_019,34,1,1
htb2mCherry_019,36,2,0
htb2mCherry_019,41,2,0
htb2mCherry_019,42,2,0
htb2mCherry_019,43,1,0
htb2mCherry_019,44,1,1
htb2mCherry_019,47,2,0
htb2mCherry_019,47,5,0
htb2mCherry_019,48,1,0
htb2mCherry_019,48,3,0
htb2mCherry_019,49,2,1
htb2mCherry_019,50,1,1
htb2mCherry_019,51,1,0
htb2mCherry_019,52,4,0
htb2mCherry_019,53,1,0
htb2mCherry_019,55,1,0
htb2mCherry_019,58,2,0
htb2mCherry_019,61,2,0
htb2mCherry_019,62,1,0
htb2mCherry_019,63,2,1
htb2mCherry_019,65,2,0
htb2mCherry_019,65,3,0
htb2mCherry_019,66,1,0
htb2mCherry_019,67,2,0
htb2mCherry_019,69,1,1
htb2mCherry_019,70,1,0
htb2mCherry_019,71,1,0
htb2mCherry_019,72,1,0
htb2mCherry_019,73,1,1
htb2mCherry_019,74,3,0
htb2mCherry_019,74,5,0
htb2mCherry_019,74,7,1
htb2mCherry_019,75,1,1
htb2mCherry_019,76,6,0
htb2mCherry_019,78,2,0
htb2mCherry_019,78,5,0
htb2mCherry_019,79,3,1
htb2mCherry_019,80,1,0
htb2mCherry_019,81,2,0
htb2mCherry_019,82,4,0
htb2mCherry_019,84,2,1
htb2mCherry_019,84,3,0
htb2mCherry_019,85,9,1
htb2mCherry_019,87,3,1
htb2mCherry_019,87,9,0
htb2mCherry_019,88,1,0
htb2mCherry_019,89,1,0
htb2mCherry_019,90,2,0
htb2mCherry_019,91,4,0
htb2mCherry_019,92,2,0
htb2mCherry_019,93,2,0
htb2mCherry_019,94,1,0
htb2mCherry_020,0,2,0
htb2mCherry_020,1,1,1
htb2mCherry_020,2,1,0
htb2mCherry_020,2,9,0
htb2mCherry_020,3,2,1
htb2mCherry_020,4,2,0
htb2mCherry_020,6,1,0
htb2mCherry_020,7,1,1
htb2mCherry_020,10,7,1
htb2mCherry_020,11,1,0
htb2mCherry_020,12,1,0
htb2mCherry_020,13,1,0
htb2mCherry_020,14,1,1
htb2mCherry_020,15,2,0
htb2mCherry_020,17,1,0
htb2mCherry_020,18,3,0
htb2mCherry_020,19,1,1
htb2mCherry_020,20,1,1
htb2mCherry_020,21,1,0
htb2mCherry_020,22,2,1
htb2mCherry_020,23,1,0
htb2mCherry_020,24,1,0
htb2mCherry_020,25,3,0
htb2mCherry_020,27,1,0
htb2mCherry_020,28,1,1
htb2mCherry_020,29,1,0
htb2mCherry_020,30,1,1
htb2mCherry_020,31,1,1
htb2mCherry_020,32,1,1
htb2mCherry_020,33,1,1
htb2mCherry_020,33,2,1
htb2mCherry_020,34,1,0
htb2mCherry_020,37,1,0
htb2mCherry_020,37,2,0
htb2mCherry_020,38,1,0
htb2mCherry_020,39,7,1
htb2mCherry_020,40,1,0
htb2mCherry_020,41,1,0
htb2mCherry_020,42,1,1
htb2mCherry_020,45,1,1
htb2mCherry_020,46,1,0
htb2mCherry_020,47,2,0
htb2mCherry_020,50,1,1
htb2mCherry_020,51,2,1
htb2mCherry_020,52,1,0
htb2mCherry_020,53,1,0
htb2mCherry_020,54,1,0
htb2mCherry_020,55,2,0
htb2mCherry_020,56,2,0
htb2mCherry_020,57,2,0
htb2mCherry_020,58,1,0
htb2mCherry_020,59,1,0
htb2mCherry_020,60,1,0
htb2mCherry_020,61,1,0
htb2mCherry_020,62,2,0
htb2mCherry_020,63,2,0
htb2mCherry_020,64,1,0
htb2mCherry_020,65,1,1
htb2mCherry_020,66,1,1
htb2mCherry_020,67,1,0
htb2mCherry_020,68,2,0
htb2mCherry_020,69,2,0
htb2mCherry_020,69,3,1
htb2mCherry_020,70,1,0
htb2mCherry_020,70,15,0
htb2mCherry_020,71,1,0
htb2mCherry_020,72,1,0
htb2mCherry_020,73,1,0
htb2mCherry_020,74,2,1
htb2mCherry_020,76,2,0
htb2mCherry_020,77,2,0
htb2mCherry_020,78,2,0
htb2mCherry_020,79,1,0
htb2mCherry_020,79,2,1
htb2mCherry_020,80,2,0
htb2mCherry_020,80,3,0
htb2mCherry_020,80,4,1
htb2mCherry_020,81,2,0
htb2mCherry_020,82,2,0
htb2mCherry_020,83,1,0
htb2mCherry_020,84,7,0
htb2mCherry_020,85,1,1
htb2mCherry_020,86,1,0
htb2mCherry_020,87,2,0
htb2mCherry_020,88,15,1
htb2mCherry_020,89,1,0
htb2mCherry_020,89,2,0
htb2mCherry_020,90,1,0
htb2mCherry_020,91,2,0
htb2mCherry_020,92,2,0
htb2mCherry_020,92,4,0
htb2mCherry_020,93,2,0
htb2mCherry_020,93,4,0
htb2mCherry_020,95,2,0
htb2mCherry_022,2,3,0
htb2mCherry_022,2,5,0
htb2mCherry_022,7,2,0
htb2mCherry_022,8,14,0
htb2mCherry_022,9,3,0
htb2mCherry_022,10,1,0
htb2mCherry_022,13,1,0
htb2mCherry_022,13,2,0
htb2mCherry_022,16,1,0
