position,trap,cell_label,score
by4741_014,71,2,0
by4741_014,72,1,1
by4741_014,72,3,1
by4741_014,72,36,0
by4741_014,73,2,1
by4741_014,74,15,0
by4741_014,75,1,0
by4741_014,75,2,0
by4741_014,75,3,1
by4741_014,75,5,0
by4741_014,76,2,1
by4741_014,77,2,1
by4741_014,79,1,1
by4741_014,79,27,0
by4741_014,79,51,0
by4741_014,80,1,1
by4741_014,82,24,0
by4741_014,84,17,0
by4741_014,84,25,0
by4741_014,86,5,1
by4741_014,86,69,0
by4741_014,88,64,0
by4741_014,90,2,0
by4741_014,90,4,1
by4741_014,92,7,1
by4741_014,94,3,1
by4741_014,94,6,1
by4741_014,94,67,0
by4741_014,95,11,1
by4741_014,96,7,1
by4741_014,97,71,0
by4741_014,99,5,1
by4741_014,100,6,1
by4741_015,9,1,0
by4741_015,11,22,0
by4741_015,11,27,0
by4741_015,12,1,0
by4741_015,13,1,1
by4741_015,22,1,1
by4741_015,24,19,0
by4741_015,25,5,0
by4741_015,26,19,0
by4741_015,27,1,0
by4741_015,29,1,0
by4741_015,31,3,0
by4741_015,33,1,1
by4741_015,34,4,0
by4741_015,35,2,0
by4741_015,42,12,0
by4741_015,46,1,0
by4741_015,49,1,0
by4741_015,49,2,0
by4741_015,50,1,1
by4741_015,51,1,1
by4741_015,51,2,0
by4741_015,52,27,0
by4741_015,53,1,1
by4741_015,54,11,0
by4741_015,56,12,0
by4741_015,56,20,0
by4741_015,57,3,0
by4741_015,59,14,0
by4741_015,63,2,1
by4741_015,68,1,1
by4741_015,70,1,1
by4741_015,70,2,1
by4741_015,71,1,1
by4741_015,74,1,1
by4741_015,76,13,0
by4741_015,77,1,1
by4741_015,78,1,1
by4741_015,79,2,0
by4741_015,79,39,0
by4741_015,80,1,1
by4741_015,81,1,1
by4741_015,82,9,0
by4741_015,83,2,1
by4741_015,83,14,0
by4741_015,85,3,0
by4741_015,87,4,1
by4741_015,88,16,0
by4741_015,89,4,0
by4741_015,90,1,1
by4741_015,91,3,1
by4741_015,92,2,1
by4741_015,92,3,1
by4741_015,92,4,1
by4741_015,93,1,1
by4741_015,93,2,0
by4741_015,94,1,1
by4741_015,95,13,0
by4741_015,95,19,0
by4741_015,96,7,0
by4741_015,96,23,0
by4741_015,96,29,0
by4741_015,97,2,1
by4741_015,97,16,0
by4741_015,98,2,0
by4741_015,99,4,0
by4741_015,99,6,0
by4741_015,101,1,1
by4741_015,101,2,1
by4741_015,102,43,0
by4741_015,105,3,0
by4741_015,106,3,1
by4741_015,107,5,1
by4741_015,108,2,1
by4741_015,109,4,1
by4741_016,11,1,0
by4741_016,33,1,0
by4741_016,42,5,0
by4741_016,47,1,0
by4741_016,69,1,0
by4741_016,72,1,0
by4741_016,73,5,0
by4741_016,76,1,1
by4741_016,85,3,0
by4741_016,86,1,1
by4741_016,87,1,0
by4741_016,87,2,0
by4741_016,90,2,0
by4741_016,91,2,0
by4741_016,92,1,0
by4741_016,95,21,0
by4741_016,96,1,1
by4741_016,96,2,1
by4741_016,97,1,1
by4741_016,98,4,0
by4741_016,98,6,0
by4741_016,99,1,0
by4741_016,99,2,0
by4741_017,1,3,0
by4741_017,2,3,0
by4741_017,6,1,0
by4741_017,6,2,0
by4741_017,7,1,1
by4741_017,11,1,1
by4741_017,14,26,0
by4741_017,24,1,0
by4741_017,24,2,0
by4741_017,24,3,0
by4741_017,25,1,1
by4741_017,28,1,0
by4741_017,31,1,1
by4741_017,32,5,0
by4741_017,33,1,0
by4741_017,35,1,1
by4741_017,36,15,0
by4741_017,38,3,0
by4741_017,50,1,0
by4741_017,52,1,0
by4741_017,53,1,0
by4741_017,54,2,1
by4741_017,57,1,1
by4741_017,58,1,1
by4741_017,59,11,0
by4741_017,60,2,1
by4741_017,61,3,0
by4741_017,63,1,0
by4741_017,65,1,1
by4741_017,66,7,0
by4741_017,73,1,1
by4741_017,74,1,1
by4741_017,75,2,1
by4741_017,77,1,0
by4741_017,78,1,1
by4741_017,82,1,1
by4741_017,84,1,1
by4741_017,85,3,1
by4741_017,85,34,0
by4741_017,87,3,1
by4741_017,88,2,1
by4741_017,88,6,0
by4741_017,88,8,0
by4741_017,89,1,1
by4741_017,89,3,1
by4741_017,90,5,0
by4741_017,91,2,1
by4741_017,91,14,0
by4741_017,92,3,0
by4741_017,92,27,0
