position,trap,cell_label,0
htb2mCherry_005,38,15,0
htb2mCherry_005,39,1,1
htb2mCherry_005,41,1,1
htb2mCherry_005,45,1,1
htb2mCherry_005,47,2,1
htb2mCherry_005,49,1,1
htb2mCherry_005,50,1,1
htb2mCherry_005,51,2,1
htb2mCherry_005,52,7,0
htb2mCherry_005,61,1,0
htb2mCherry_005,61,8,0
htb2mCherry_005,62,5,0
htb2mCherry_005,63,1,0
htb2mCherry_005,65,1,1
htb2mCherry_005,67,1,1
htb2mCherry_005,70,1,0
htb2mCherry_005,72,10,0
htb2mCherry_005,76,1,0
htb2mCherry_005,77,1,1
htb2mCherry_005,79,4,0
htb2mCherry_005,80,1,1
htb2mCherry_005,82,6,0
htb2mCherry_005,85,1,1
htb2mCherry_005,91,2,1
htb2mCherry_005,92,2,0
htb2mCherry_006,3,1,0
htb2mCherry_006,5,1,1
htb2mCherry_006,8,1,0
htb2mCherry_006,11,6,0
htb2mCherry_006,16,1,1
htb2mCherry_006,19,1,0
htb2mCherry_006,24,1,1
htb2mCherry_006,26,1,1
htb2mCherry_006,27,1,0
htb2mCherry_006,31,4,0
htb2mCherry_006,41,2,1
htb2mCherry_006,43,1,1
htb2mCherry_006,47,2,0
htb2mCherry_006,48,1,0
htb2mCherry_006,49,1,1
htb2mCherry_006,55,2,1
htb2mCherry_006,56,1,1
htb2mCherry_006,61,1,1
htb2mCherry_006,62,2,0
htb2mCherry_006,63,1,1
htb2mCherry_006,65,2,1
htb2mCherry_006,66,1,1
htb2mCherry_006,67,1,0
htb2mCherry_006,68,5,0
htb2mCherry_006,71,1,1
htb2mCherry_006,78,1,0
htb2mCherry_006,80,1,1
htb2mCherry_006,83,1,0
htb2mCherry_006,98,1,1
htb2mCherry_007,1,1,1
htb2mCherry_007,2,1,1
htb2mCherry_007,3,1,1
htb2mCherry_007,4,1,1
htb2mCherry_007,5,5,0
htb2mCherry_007,8,1,1
htb2mCherry_007,9,2,0
htb2mCherry_007,10,12,0
htb2mCherry_007,11,1,1
htb2mCherry_007,12,1,1
htb2mCherry_007,13,1,1
htb2mCherry_007,18,1,0
htb2mCherry_007,19,1,0
htb2mCherry_007,20,4,0
htb2mCherry_007,23,1,1
htb2mCherry_007,24,1,1
htb2mCherry_007,25,1,1
htb2mCherry_007,26,1,0
htb2mCherry_007,27,1,1
htb2mCherry_007,29,1,1
htb2mCherry_007,30,1,0
htb2mCherry_007,31,1,0
htb2mCherry_007,32,1,1
htb2mCherry_007,34,1,0
htb2mCherry_007,36,3,0
htb2mCherry_007,39,1,0
htb2mCherry_007,40,2,1
htb2mCherry_007,41,1,1
htb2mCherry_007,44,1,1
htb2mCherry_007,46,1,0
htb2mCherry_007,47,1,1
htb2mCherry_007,48,1,0
htb2mCherry_007,49,1,1
htb2mCherry_007,50,2,1
htb2mCherry_007,52,1,0
htb2mCherry_007,56,1,1
htb2mCherry_007,58,6,0
htb2mCherry_007,59,1,1
htb2mCherry_007,60,1,1
htb2mCherry_007,62,1,1
htb2mCherry_007,62,5,0
htb2mCherry_007,63,1,0
htb2mCherry_007,65,1,0
htb2mCherry_007,66,1,1
htb2mCherry_007,67,2,0
htb2mCherry_007,71,1,0
htb2mCherry_007,72,1,0
htb2mCherry_007,73,1,0
htb2mCherry_007,74,2,1
htb2mCherry_007,75,8,0
htb2mCherry_007,76,1,1
htb2mCherry_007,78,1,1
htb2mCherry_007,79,1,0
htb2mCherry_007,79,6,0
htb2mCherry_007,80,1,1
htb2mCherry_007,83,2,1
htb2mCherry_007,88,2,0
htb2mCherry_007,90,13,0
htb2mCherry_007,92,7,0
htb2mCherry_008,5,1,0
htb2mCherry_008,22,1,0
htb2mCherry_008,25,1,1
htb2mCherry_008,32,1,1
htb2mCherry_008,34,1,0
htb2mCherry_008,45,1,0
htb2mCherry_008,51,2,0
htb2mCherry_008,51,10,0
htb2mCherry_008,52,16,0
htb2mCherry_008,53,1,0
htb2mCherry_008,55,1,1
htb2mCherry_008,59,2,0
htb2mCherry_008,64,13,0
htb2mCherry_008,71,1,1
htb2mCherry_008,82,1,1
htb2mCherry_008,83,1,0
htb2mCherry_008,88,2,1
htb2mCherry_008,90,1,0
htb2mCherry_008,94,1,0
htb2mCherry_008,98,1,0
htb2mCherry_008,98,2,0
htb2mCherry_008,99,1,0
htb2mCherry_008,101,1,1
htb2mCherry_009,0,2,0
htb2mCherry_009,5,1,0
htb2mCherry_009,9,1,0
htb2mCherry_009,11,1,0
htb2mCherry_009,12,1,0
htb2mCherry_009,13,1,1
htb2mCherry_009,17,1,0
htb2mCherry_009,21,1,0
htb2mCherry_009,22,2,0
htb2mCherry_009,28,1,0
htb2mCherry_009,30,1,0
htb2mCherry_009,32,1,0
htb2mCherry_009,33,1,1
htb2mCherry_009,35,2,0
htb2mCherry_009,38,1,1
htb2mCherry_009,40,1,1
htb2mCherry_009,41,2,1
htb2mCherry_009,43,1,0
htb2mCherry_009,44,6,1
htb2mCherry_009,45,3,0
htb2mCherry_009,49,1,0
htb2mCherry_009,55,1,0
htb2mCherry_009,58,1,0
htb2mCherry_009,60,1,0
htb2mCherry_009,63,1,1
htb2mCherry_009,64,2,1
htb2mCherry_009,66,9,0
htb2mCherry_009,69,2,1
htb2mCherry_009,70,1,0
htb2mCherry_009,72,2,1
htb2mCherry_009,74,4,1
htb2mCherry_009,76,2,0
htb2mCherry_009,80,3,0
htb2mCherry_009,87,1,0
htb2mCherry_009,90,3,0
htb2mCherry_009,91,1,0
htb2mCherry_009,91,3,0
htb2mCherry_009,98,1,0
htb2mCherry_009,99,2,0
htb2mCherry_010,2,1,1
htb2mCherry_010,7,1,1
htb2mCherry_010,11,1,1
htb2mCherry_010,14,1,0
htb2mCherry_010,16,1,0
htb2mCherry_010,26,1,0
htb2mCherry_010,29,9,0
htb2mCherry_010,38,5,0
htb2mCherry_010,42,3,0
htb2mCherry_010,44,1,1
htb2mCherry_010,45,2,1
htb2mCherry_010,47,3,0
htb2mCherry_010,49,3,1
htb2mCherry_010,51,1,0
htb2mCherry_010,52,1,1
htb2mCherry_010,53,1,0
htb2mCherry_010,55,2,1
htb2mCherry_010,60,3,1
htb2mCherry_010,61,1,0
htb2mCherry_010,62,3,1
htb2mCherry_010,64,5,0
htb2mCherry_010,65,4,1
htb2mCherry_010,71,1,1
htb2mCherry_010,76,1,0
htb2mCherry_010,79,2,1
htb2mCherry_010,80,1,1
htb2mCherry_010,81,1,0
htb2mCherry_010,83,2,0
htb2mCherry_010,88,9,0
htb2mCherry_010,90,1,0
htb2mCherry_011,1,1,1
htb2mCherry_011,3,1,1
htb2mCherry_011,4,2,1
htb2mCherry_011,5,1,1
htb2mCherry_011,10,1,1
htb2mCherry_011,11,1,1
htb2mCherry_011,14,1,1
htb2mCherry_011,17,1,0
htb2mCherry_011,22,1,0
htb2mCherry_011,24,1,0
htb2mCherry_011,25,1,0
htb2mCherry_011,26,1,1
htb2mCherry_011,28,3,0
htb2mCherry_011,30,1,1
htb2mCherry_011,32,1,0
htb2mCherry_011,33,1,1
htb2mCherry_011,39,8,0
htb2mCherry_011,41,2,0
htb2mCherry_011,46,12,0
htb2mCherry_011,48,2,0
htb2mCherry_011,52,2,1
htb2mCherry_011,54,2,0
htb2mCherry_011,55,1,1
htb2mCherry_011,57,3,1
htb2mCherry_011,58,2,0
htb2mCherry_011,64,1,0
htb2mCherry_011,66,2,0
htb2mCherry_011,67,15,0
htb2mCherry_011,76,3,1
htb2mCherry_011,78,1,0
htb2mCherry_011,83,1,1
htb2mCherry_011,84,1,1
htb2mCherry_011,86,1,0
htb2mCherry_011,89,1,0
htb2mCherry_011,92,1,1
htb2mCherry_011,97,1,1
htb2mCherry_011,101,1,0
htb2mCherry_012,0,1,0
htb2mCherry_012,0,2,0
htb2mCherry_012,1,1,1
htb2mCherry_012,5,1,1
htb2mCherry_012,6,5,0
htb2mCherry_012,7,1,0
htb2mCherry_012,8,1,1
htb2mCherry_012,10,1,0
htb2mCherry_012,12,2,1
htb2mCherry_012,15,1,1
htb2mCherry_012,25,3,0
htb2mCherry_012,26,2,0
htb2mCherry_012,30,1,0
htb2mCherry_012,35,1,0
htb2mCherry_012,40,1,1
htb2mCherry_012,42,1,0
htb2mCherry_012,43,1,0
htb2mCherry_012,45,2,1
htb2mCherry_012,46,1,1
htb2mCherry_012,48,11,0
htb2mCherry_012,50,3,0
htb2mCherry_012,52,1,1
htb2mCherry_012,53,7,0
htb2mCherry_012,56,2,1
htb2mCherry_012,57,1,1
htb2mCherry_012,58,1,1
htb2mCherry_012,59,1,1
htb2mCherry_012,61,1,1
htb2mCherry_012,64,2,0
htb2mCherry_012,67,2,0
htb2mCherry_012,68,1,0
htb2mCherry_012,69,1,0
htb2mCherry_012,73,2,1
htb2mCherry_012,74,2,0
htb2mCherry_012,77,2,1
htb2mCherry_012,79,1,1
htb2mCherry_012,80,1,0
htb2mCherry_012,82,2,0
htb2mCherry_012,82,3,0
htb2mCherry_012,82,7,0
htb2mCherry_012,83,6,0
htb2mCherry_012,84,1,0
htb2mCherry_012,86,1,0
htb2mCherry_012,88,2,1
htb2mCherry_012,89,2,1
htb2mCherry_012,90,1,1
htb2mCherry_012,91,8,0
htb2mCherry_012,93,1,0
htb2mCherry_012,94,5,0
