position,trap,cell_label,score
tsa1tsa2morgan_022,20,3,0.0
tsa1tsa2morgan_022,21,7,0.0
tsa1tsa2morgan_022,22,1,0.0
tsa1tsa2morgan_022,25,1,0.0
tsa1tsa2morgan_022,29,1,0.0
tsa1tsa2morgan_022,31,1,0.0
tsa1tsa2morgan_022,32,1,1.0
tsa1tsa2morgan_022,32,21,0.0
tsa1tsa2morgan_022,33,1,0.0
tsa1tsa2morgan_022,33,5,0.0
tsa1tsa2morgan_022,36,2,0.0
tsa1tsa2morgan_022,38,1,1.0
tsa1tsa2morgan_022,39,1,0.0
tsa1tsa2morgan_022,46,1,0.0
tsa1tsa2morgan_022,47,1,1.0
tsa1tsa2morgan_022,50,1,0.0
tsa1tsa2morgan_022,51,1,0.0
tsa1tsa2morgan_022,52,1,0.0
tsa1tsa2morgan_022,57,1,0.0
tsa1tsa2morgan_022,58,1,0.0
tsa1tsa2morgan_022,59,3,0.0
tsa1tsa2morgan_022,59,8,0.0
tsa1tsa2morgan_022,59,9,0.0
tsa1tsa2morgan_022,60,1,0.0
tsa1tsa2morgan_022,60,7,0.0
tsa1tsa2morgan_022,62,7,0.0
tsa1tsa2morgan_022,63,1,0.0
tsa1tsa2morgan_022,66,1,0.0
tsa1tsa2morgan_022,67,8,0.0
tsa1tsa2morgan_022,71,4,0.0
tsa1tsa2morgan_022,72,2,0.0
tsa1tsa2morgan_022,75,2,0.0
tsa1tsa2morgan_022,76,2,0.0
tsa1tsa2morgan_022,77,1,1.0
tsa1tsa2morgan_022,82,1,1.0
tsa1tsa2morgan_022,84,1,0.0
tsa1tsa2morgan_022,85,3,0.0
tsa1tsa2morgan_022,85,4,0.0
tsa1tsa2morgan_022,87,1,0.0
tsa1tsa2morgan_022,87,7,0.0
tsa1tsa2morgan_022,88,2,0.0
tsa1tsa2morgan_022,91,2,0.0
tsa1tsa2morgan_022,93,1,0.0
tsa1tsa2morgan_022,95,1,0.0
tsa1tsa2morgan_022,98,3,1.0
tsa1tsa2morgan_022,99,3,1.0
tsa1tsa2morgan_022,101,4,0.0
tsa1tsa2morgan_022,101,7,0.0
tsa1tsa2morgan_023,0,1,0.0
tsa1tsa2morgan_023,2,1,0.0
tsa1tsa2morgan_023,5,5,0.0
tsa1tsa2morgan_023,7,1,1.0
tsa1tsa2morgan_023,9,1,0.0
tsa1tsa2morgan_023,11,2,0.0
tsa1tsa2morgan_023,13,8,0.0
tsa1tsa2morgan_023,14,1,0.0
tsa1tsa2morgan_023,16,3,0.0
tsa1tsa2morgan_023,17,1,0.0
tsa1tsa2morgan_023,18,1,0.0
tsa1tsa2morgan_023,22,2,0.0
tsa1tsa2morgan_023,26,2,0.0
tsa1tsa2morgan_023,28,1,0.0
tsa1tsa2morgan_023,29,4,0.0
tsa1tsa2morgan_023,31,2,0.0
tsa1tsa2morgan_023,34,2,0.0
tsa1tsa2morgan_023,36,2,0.0
tsa1tsa2morgan_023,36,23,0.0
tsa1tsa2morgan_023,37,1,0.0
tsa1tsa2morgan_023,38,2,0.0
tsa1tsa2morgan_023,43,2,0.0
tsa1tsa2morgan_023,45,1,0.0
tsa1tsa2morgan_023,45,3,0.0
tsa1tsa2morgan_023,48,2,0.0
tsa1tsa2morgan_023,49,3,0.0
tsa1tsa2morgan_023,49,6,0.0
tsa1tsa2morgan_023,49,11,0.0
tsa1tsa2morgan_023,51,16,0.0
tsa1tsa2morgan_023,52,1,0.0
tsa1tsa2morgan_023,54,1,0.0
tsa1tsa2morgan_023,56,2,0.0
tsa1tsa2morgan_023,57,1,1.0
tsa1tsa2morgan_023,58,2,0.0
tsa1tsa2morgan_023,59,1,0.0
tsa1tsa2morgan_023,60,2,1.0
tsa1tsa2morgan_023,60,3,1.0
tsa1tsa2morgan_023,64,1,0.0
tsa1tsa2morgan_023,67,5,0.0
tsa1tsa2morgan_023,69,1,0.0
tsa1tsa2morgan_023,73,1,0.0
tsa1tsa2morgan_023,74,1,0.0
tsa1tsa2morgan_023,80,1,0.0
tsa1tsa2morgan_023,82,2,0.0
tsa1tsa2morgan_023,83,1,1.0
tsa1tsa2morgan_023,84,2,0.0
tsa1tsa2morgan_023,86,1,0.0
tsa1tsa2morgan_023,86,14,0.0
tsa1tsa2morgan_023,87,1,0.0
tsa1tsa2morgan_023,89,2,1.0
tsa1tsa2morgan_023,90,1,1.0
tsa1tsa2morgan_023,92,11,0.0
tsa1tsa2morgan_023,95,3,0.0
tsa1tsa2morgan_023,95,20,0.0
tsa1tsa2morgan_023,97,2,1.0
tsa1tsa2morgan_023,98,5,0.0
tsa1tsa2morgan_024,0,4,0.0
tsa1tsa2morgan_024,0,11,0.0
tsa1tsa2morgan_024,2,2,0.0
tsa1tsa2morgan_024,2,4,0.0
tsa1tsa2morgan_024,3,2,0.0
tsa1tsa2morgan_024,3,7,0.0
tsa1tsa2morgan_024,13,4,0.0
tsa1tsa2morgan_024,15,4,0.0
tsa1tsa2morgan_024,15,6,0.0
tsa1tsa2morgan_024,16,7,0.0
tsa1tsa2morgan_024,17,5,0.0
tsa1tsa2morgan_024,17,6,0.0
tsa1tsa2morgan_024,17,8,0.0
tsa1tsa2morgan_024,17,9,0.0
tsa1tsa2morgan_024,18,5,0.0
tsa1tsa2morgan_024,18,6,0.0
tsa1tsa2morgan_024,20,1,0.0
tsa1tsa2morgan_024,20,2,0.0
tsa1tsa2morgan_024,20,3,0.0
tsa1tsa2morgan_024,20,4,0.0
tsa1tsa2morgan_024,20,5,0.0
tsa1tsa2morgan_024,20,6,0.0
tsa1tsa2morgan_024,22,7,0.0
tsa1tsa2morgan_024,23,6,0.0
tsa1tsa2morgan_024,25,8,0.0
tsa1tsa2morgan_024,25,9,0.0
tsa1tsa2morgan_024,25,12,0.0
tsa1tsa2morgan_024,26,7,0.0
tsa1tsa2morgan_024,26,8,0.0
tsa1tsa2morgan_024,26,10,0.0
tsa1tsa2morgan_024,29,6,0.0
tsa1tsa2morgan_024,29,7,0.0
tsa1tsa2morgan_024,29,8,0.0
tsa1tsa2morgan_024,29,9,0.0
tsa1tsa2morgan_024,30,10,0.0
tsa1tsa2morgan_024,30,13,0.0
tsa1tsa2morgan_024,30,15,0.0
tsa1tsa2morgan_024,30,16,0.0
tsa1tsa2morgan_024,33,7,0.0
tsa1tsa2morgan_024,33,8,0.0
tsa1tsa2morgan_024,33,9,0.0
tsa1tsa2morgan_024,33,10,0.0
tsa1tsa2morgan_024,36,12,0.0
by4742swain_001,2,1,1.0
by4742swain_001,5,1,1.0
by4742swain_001,9,1,0.0
by4742swain_001,11,1,0.0
by4742swain_001,13,1,1.0
by4742swain_001,15,1,0.0
by4742swain_001,16,1,1.0
by4742swain_001,17,1,0.0
by4742swain_001,19,4,0.0
by4742swain_001,21,1,0.0
by4742swain_001,25,1,1.0
by4742swain_001,26,1,0.0
by4742swain_001,27,1,1.0
by4742swain_001,29,2,1.0
by4742swain_001,30,1,1.0
by4742swain_001,31,4,0.0
by4742swain_001,32,1,1.0
by4742swain_001,35,1,0.0
by4742swain_001,38,1,1.0
by4742swain_001,39,1,0.0
by4742swain_001,40,1,0.0
by4742swain_001,41,1,1.0
by4742swain_001,42,1,0.0
by4742swain_001,44,1,1.0
by4742swain_001,45,1,1.0
by4742swain_001,47,1,0.0
by4742swain_001,48,2,1.0
by4742swain_001,50,1,1.0
by4742swain_001,51,2,1.0
by4742swain_001,52,1,1.0
by4742swain_001,53,1,0.0
by4742swain_001,54,1,1.0
by4742swain_001,55,2,1.0
by4742swain_001,56,2,1.0
by4742swain_001,59,1,1.0
by4742swain_001,60,1,0.0
by4742swain_001,62,2,0.0
by4742swain_001,65,1,0.0
by4742swain_001,66,1,1.0
by4742swain_001,67,2,0.0
by4742swain_001,68,1,0.0
by4742swain_001,69,1,1.0
by4742swain_001,71,1,0.0
by4742swain_001,72,2,1.0
by4742swain_001,74,2,1.0
by4742swain_001,76,1,0.0
by4742swain_001,77,1,1.0
by4742swain_001,78,1,1.0
by4742swain_001,79,1,0.0
by4742swain_001,80,1,1.0
by4742swain_001,82,2,1.0
by4742swain_001,83,1,1.0
by4742swain_001,84,1,1.0
by4742swain_001,85,2,1.0
by4742swain_001,86,13,0.0
by4742swain_001,87,1,1.0
by4742swain_001,88,1,0.0
by4742swain_001,89,2,1.0
by4742swain_001,90,2,0.0
by4742swain_001,91,2,1.0
by4742swain_001,92,2,1.0
by4742swain_001,93,2,1.0
by4742swain_001,95,1,0.0
by4742swain_001,96,1,1.0
by4742swain_001,97,2,1.0
by4742swain_001,99,2,1.0
by4742swain_001,100,1,0.0
by4742swain_002,0,1,1.0
by4742swain_002,7,1,0.0
by4742swain_002,9,1,0.0
by4742swain_002,10,1,0.0
by4742swain_002,22,1,1.0
by4742swain_002,23,1,0.0
by4742swain_002,28,1,0.0
by4742swain_002,33,1,1.0
by4742swain_002,35,2,0.0
by4742swain_002,42,1,0.0
by4742swain_002,46,1,1.0
by4742swain_002,47,1,0.0
by4742swain_002,48,1,0.0
by4742swain_002,49,1,0.0
by4742swain_002,50,1,1.0
by4742swain_002,51,1,0.0
by4742swain_002,53,1,1.0
by4742swain_002,54,1,1.0
by4742swain_002,55,2,1.0
by4742swain_002,56,1,1.0
by4742swain_002,57,2,1.0
by4742swain_002,58,1,0.0
by4742swain_002,59,1,0.0
by4742swain_002,60,1,0.0
by4742swain_002,61,1,1.0
by4742swain_002,62,2,1.0
by4742swain_002,63,2,0.0
by4742swain_002,67,1,1.0
by4742swain_002,69,2,1.0
by4742swain_002,72,1,0.0
by4742swain_002,74,1,0.0
by4742swain_002,75,1,1.0
by4742swain_002,76,2,0.0
by4742swain_002,78,1,0.0
by4742swain_002,79,1,1.0
by4742swain_002,82,1,1.0
by4742swain_002,83,2,1.0
by4742swain_002,86,1,1.0
by4742swain_002,89,1,1.0
by4742swain_002,91,1,1.0
by4742swain_002,93,1,1.0
by4742swain_002,94,1,1.0
by4742swain_002,95,1,1.0
by4742swain_003,6,1,0.0
by4742swain_003,24,1,0.0
by4742swain_003,25,1,1.0
by4742swain_003,29,1,0.0
by4742swain_003,37,1,0.0
by4742swain_003,38,1,1.0
by4742swain_003,41,2,1.0
by4742swain_003,52,1,1.0
by4742swain_003,54,2,0.0
by4742swain_003,55,1,1.0
by4742swain_003,59,1,1.0
by4742swain_003,61,1,1.0
by4742swain_003,62,2,0.0
by4742swain_003,63,2,0.0
by4742swain_003,65,1,0.0
by4742swain_003,66,1,1.0
by4742swain_003,67,1,0.0
by4742swain_003,68,1,1.0
by4742swain_003,68,9,0.0
by4742swain_003,69,2,1.0
by4742swain_003,70,2,0.0
by4742swain_003,71,1,1.0
by4742swain_003,72,1,1.0
by4742swain_003,73,1,1.0
by4742swain_003,76,2,1.0
by4742swain_003,77,6,0.0
by4742swain_003,78,2,0.0
by4742swain_003,79,3,0.0
by4742swain_003,82,2,1.0
by4742swain_003,83,1,0.0
by4742swain_003,84,1,1.0
by4742swain_003,85,1,1.0
by4742swain_003,88,1,1.0
by4742swain_003,90,1,1.0
by4742swain_004,4,2,0.0
by4742swain_004,14,1,0.0
by4742swain_004,19,2,0.0
by4742swain_004,21,1,0.0
by4742swain_004,22,1,0.0
by4742swain_004,24,1,0.0
by4742swain_004,28,1,0.0
by4742swain_004,29,1,0.0
by4742swain_004,48,1,0.0
by4742swain_004,57,1,0.0
by4742swain_004,60,1,1.0
by4742swain_004,68,1,1.0
by4742swain_004,69,2,1.0
by4742swain_004,71,1,0.0
by4742swain_004,74,1,0.0
by4742swain_004,75,1,1.0
by4742swain_004,77,1,0.0
by4742swain_004,79,1,1.0
by4742swain_004,81,1,0.0
by4742swain_004,84,2,1.0
by4742swain_004,85,3,1.0
by4742swain_004,87,2,1.0
by4742swain_004,88,1,1.0
by4742swain_004,91,2,1.0
by4742swain_004,92,1,1.0
by4742swain_004,94,2,0.0
by4742swain_004,96,3,1.0
by4742swain_004,97,1,1.0
by4742swain_004,98,13,0.0
by4742swain_004,99,3,1.0
by4742swain_006,7,1,0.0
by4742swain_006,10,3,0.0
by4742swain_006,11,3,0.0
by4742swain_006,14,1,1.0
by4742swain_006,21,2,0.0
by4742swain_006,24,1,0.0
by4742swain_006,34,2,1.0
by4742swain_006,36,1,0.0
by4742swain_006,39,1,0.0
by4742swain_006,41,2,1.0
by4742swain_006,43,2,0.0
by4742swain_006,49,2,1.0
by4742swain_006,50,3,0.0
by4742swain_006,51,1,0.0
by4742swain_006,54,2,0.0
by4742swain_006,55,5,0.0
by4742swain_006,55,6,0.0
by4742swain_006,62,2,0.0
by4742swain_006,63,2,0.0
by4742swain_006,65,6,0.0
by4742swain_006,65,7,0.0
by4742swain_006,70,2,1.0
by4742swain_006,71,2,1.0
by4742swain_006,73,2,1.0
by4742swain_006,75,1,0.0
by4742swain_006,76,1,1.0
by4742swain_006,78,2,0.0
by4742swain_006,80,3,0.0
by4742swain_006,82,2,0.0
by4742swain_006,83,2,0.0
by4742swain_006,84,1,1.0
by4742swain_006,85,3,0.0
by4742swain_006,87,2,1.0
by4742swain_006,92,1,1.0
by4742swain_006,94,2,1.0
by4742swain_006,96,5,0.0
by4742swain_006,96,6,0.0
by4742swain_006,97,2,1.0
by4742swain_006,98,3,1.0
by4742swain_006,99,1,0.0
by4742swain_006,101,3,0.0
